Age,nat,loc,value,loc_code
92,Nationalité (catégorie) - Total,......6619 Corsier (GE),3,6619
93,Nationalité (catégorie) - Total,......6619 Corsier (GE),0,6619
94,Nationalité (catégorie) - Total,......6619 Corsier (GE),2,6619
95,Nationalité (catégorie) - Total,......6619 Corsier (GE),0,6619
96,Nationalité (catégorie) - Total,......6619 Corsier (GE),2,6619
97,Nationalité (catégorie) - Total,......6619 Corsier (GE),0,6619
98,Nationalité (catégorie) - Total,......6619 Corsier (GE),0,6619
99,Nationalité (catégorie) - Total,......6619 Corsier (GE),0,6619
100,Nationalité (catégorie) - Total,......6619 Corsier (GE),0,6619
0,Suisse,......6619 Corsier (GE),11,6619
1,Suisse,......6619 Corsier (GE),16,6619
2,Suisse,......6619 Corsier (GE),15,6619
3,Suisse,......6619 Corsier (GE),15,6619
4,Suisse,......6619 Corsier (GE),16,6619
5,Suisse,......6619 Corsier (GE),19,6619
6,Suisse,......6619 Corsier (GE),19,6619
7,Suisse,......6619 Corsier (GE),17,6619
8,Suisse,......6619 Corsier (GE),12,6619
9,Suisse,......6619 Corsier (GE),12,6619
10,Suisse,......6619 Corsier (GE),10,6619
11,Suisse,......6619 Corsier (GE),17,6619
12,Suisse,......6619 Corsier (GE),21,6619
13,Suisse,......6619 Corsier (GE),16,6619
14,Suisse,......6619 Corsier (GE),17,6619
15,Suisse,......6619 Corsier (GE),18,6619
16,Suisse,......6619 Corsier (GE),14,6619
17,Suisse,......6619 Corsier (GE),19,6619
18,Suisse,......6619 Corsier (GE),15,6619
19,Suisse,......6619 Corsier (GE),23,6619
20,Suisse,......6619 Corsier (GE),22,6619
21,Suisse,......6619 Corsier (GE),31,6619
22,Suisse,......6619 Corsier (GE),19,6619
23,Suisse,......6619 Corsier (GE),26,6619
24,Suisse,......6619 Corsier (GE),21,6619
25,Suisse,......6619 Corsier (GE),13,6619
26,Suisse,......6619 Corsier (GE),27,6619
27,Suisse,......6619 Corsier (GE),12,6619
28,Suisse,......6619 Corsier (GE),13,6619
29,Suisse,......6619 Corsier (GE),15,6619
30,Suisse,......6619 Corsier (GE),6,6619
31,Suisse,......6619 Corsier (GE),9,6619
32,Suisse,......6619 Corsier (GE),7,6619
33,Suisse,......6619 Corsier (GE),13,6619
34,Suisse,......6619 Corsier (GE),15,6619
35,Suisse,......6619 Corsier (GE),18,6619
36,Suisse,......6619 Corsier (GE),13,6619
37,Suisse,......6619 Corsier (GE),18,6619
38,Suisse,......6619 Corsier (GE),10,6619
39,Suisse,......6619 Corsier (GE),16,6619
40,Suisse,......6619 Corsier (GE),16,6619
41,Suisse,......6619 Corsier (GE),16,6619
42,Suisse,......6619 Corsier (GE),26,6619
43,Suisse,......6619 Corsier (GE),20,6619
44,Suisse,......6619 Corsier (GE),17,6619
45,Suisse,......6619 Corsier (GE),7,6619
46,Suisse,......6619 Corsier (GE),18,6619
47,Suisse,......6619 Corsier (GE),21,6619
48,Suisse,......6619 Corsier (GE),14,6619
49,Suisse,......6619 Corsier (GE),20,6619
50,Suisse,......6619 Corsier (GE),22,6619
51,Suisse,......6619 Corsier (GE),26,6619
52,Suisse,......6619 Corsier (GE),23,6619
53,Suisse,......6619 Corsier (GE),32,6619
54,Suisse,......6619 Corsier (GE),21,6619
55,Suisse,......6619 Corsier (GE),21,6619
56,Suisse,......6619 Corsier (GE),30,6619
57,Suisse,......6619 Corsier (GE),24,6619
58,Suisse,......6619 Corsier (GE),22,6619
59,Suisse,......6619 Corsier (GE),22,6619
60,Suisse,......6619 Corsier (GE),14,6619
61,Suisse,......6619 Corsier (GE),20,6619
62,Suisse,......6619 Corsier (GE),18,6619
63,Suisse,......6619 Corsier (GE),19,6619
64,Suisse,......6619 Corsier (GE),18,6619
65,Suisse,......6619 Corsier (GE),16,6619
66,Suisse,......6619 Corsier (GE),13,6619
67,Suisse,......6619 Corsier (GE),15,6619
68,Suisse,......6619 Corsier (GE),16,6619
69,Suisse,......6619 Corsier (GE),18,6619
70,Suisse,......6619 Corsier (GE),18,6619
71,Suisse,......6619 Corsier (GE),19,6619
72,Suisse,......6619 Corsier (GE),17,6619
73,Suisse,......6619 Corsier (GE),20,6619
74,Suisse,......6619 Corsier (GE),18,6619
75,Suisse,......6619 Corsier (GE),16,6619
76,Suisse,......6619 Corsier (GE),11,6619
77,Suisse,......6619 Corsier (GE),6,6619
78,Suisse,......6619 Corsier (GE),10,6619
79,Suisse,......6619 Corsier (GE),6,6619
80,Suisse,......6619 Corsier (GE),5,6619
81,Suisse,......6619 Corsier (GE),8,6619
82,Suisse,......6619 Corsier (GE),7,6619
83,Suisse,......6619 Corsier (GE),4,6619
84,Suisse,......6619 Corsier (GE),8,6619
85,Suisse,......6619 Corsier (GE),5,6619
86,Suisse,......6619 Corsier (GE),3,6619
87,Suisse,......6619 Corsier (GE),3,6619
88,Suisse,......6619 Corsier (GE),4,6619
89,Suisse,......6619 Corsier (GE),4,6619
90,Suisse,......6619 Corsier (GE),4,6619
91,Suisse,......6619 Corsier (GE),1,6619
92,Suisse,......6619 Corsier (GE),1,6619
93,Suisse,......6619 Corsier (GE),0,6619
94,Suisse,......6619 Corsier (GE),1,6619
95,Suisse,......6619 Corsier (GE),0,6619
96,Suisse,......6619 Corsier (GE),1,6619
97,Suisse,......6619 Corsier (GE),0,6619
98,Suisse,......6619 Corsier (GE),0,6619
99,Suisse,......6619 Corsier (GE),0,6619
100,Suisse,......6619 Corsier (GE),0,6619
0,Etranger,......6619 Corsier (GE),4,6619
1,Etranger,......6619 Corsier (GE),2,6619
2,Etranger,......6619 Corsier (GE),7,6619
3,Etranger,......6619 Corsier (GE),6,6619
4,Etranger,......6619 Corsier (GE),5,6619
5,Etranger,......6619 Corsier (GE),4,6619
6,Etranger,......6619 Corsier (GE),9,6619
7,Etranger,......6619 Corsier (GE),12,6619
8,Etranger,......6619 Corsier (GE),12,6619
9,Etranger,......6619 Corsier (GE),7,6619
10,Etranger,......6619 Corsier (GE),10,6619
11,Etranger,......6619 Corsier (GE),7,6619
12,Etranger,......6619 Corsier (GE),9,6619
13,Etranger,......6619 Corsier (GE),10,6619
14,Etranger,......6619 Corsier (GE),11,6619
15,Etranger,......6619 Corsier (GE),6,6619
16,Etranger,......6619 Corsier (GE),8,6619
17,Etranger,......6619 Corsier (GE),5,6619
18,Etranger,......6619 Corsier (GE),4,6619
19,Etranger,......6619 Corsier (GE),4,6619
20,Etranger,......6619 Corsier (GE),5,6619
21,Etranger,......6619 Corsier (GE),4,6619
22,Etranger,......6619 Corsier (GE),6,6619
23,Etranger,......6619 Corsier (GE),6,6619
24,Etranger,......6619 Corsier (GE),7,6619
25,Etranger,......6619 Corsier (GE),4,6619
26,Etranger,......6619 Corsier (GE),2,6619
27,Etranger,......6619 Corsier (GE),4,6619
28,Etranger,......6619 Corsier (GE),7,6619
29,Etranger,......6619 Corsier (GE),4,6619
30,Etranger,......6619 Corsier (GE),11,6619
31,Etranger,......6619 Corsier (GE),10,6619
32,Etranger,......6619 Corsier (GE),7,6619
33,Etranger,......6619 Corsier (GE),3,6619
34,Etranger,......6619 Corsier (GE),7,6619
35,Etranger,......6619 Corsier (GE),10,6619
36,Etranger,......6619 Corsier (GE),9,6619
37,Etranger,......6619 Corsier (GE),7,6619
38,Etranger,......6619 Corsier (GE),15,6619
39,Etranger,......6619 Corsier (GE),14,6619
40,Etranger,......6619 Corsier (GE),19,6619
41,Etranger,......6619 Corsier (GE),13,6619
42,Etranger,......6619 Corsier (GE),9,6619
43,Etranger,......6619 Corsier (GE),11,6619
44,Etranger,......6619 Corsier (GE),11,6619
45,Etranger,......6619 Corsier (GE),14,6619
46,Etranger,......6619 Corsier (GE),16,6619
47,Etranger,......6619 Corsier (GE),8,6619
48,Etranger,......6619 Corsier (GE),12,6619
49,Etranger,......6619 Corsier (GE),7,6619
50,Etranger,......6619 Corsier (GE),8,6619
51,Etranger,......6619 Corsier (GE),13,6619
52,Etranger,......6619 Corsier (GE),10,6619
53,Etranger,......6619 Corsier (GE),4,6619
54,Etranger,......6619 Corsier (GE),13,6619
55,Etranger,......6619 Corsier (GE),8,6619
56,Etranger,......6619 Corsier (GE),6,6619
57,Etranger,......6619 Corsier (GE),6,6619
58,Etranger,......6619 Corsier (GE),11,6619
59,Etranger,......6619 Corsier (GE),4,6619
60,Etranger,......6619 Corsier (GE),7,6619
61,Etranger,......6619 Corsier (GE),5,6619
62,Etranger,......6619 Corsier (GE),6,6619
63,Etranger,......6619 Corsier (GE),3,6619
64,Etranger,......6619 Corsier (GE),4,6619
65,Etranger,......6619 Corsier (GE),5,6619
66,Etranger,......6619 Corsier (GE),3,6619
67,Etranger,......6619 Corsier (GE),6,6619
68,Etranger,......6619 Corsier (GE),10,6619
69,Etranger,......6619 Corsier (GE),4,6619
70,Etranger,......6619 Corsier (GE),5,6619
71,Etranger,......6619 Corsier (GE),6,6619
72,Etranger,......6619 Corsier (GE),5,6619
73,Etranger,......6619 Corsier (GE),3,6619
74,Etranger,......6619 Corsier (GE),5,6619
75,Etranger,......6619 Corsier (GE),4,6619
76,Etranger,......6619 Corsier (GE),1,6619
77,Etranger,......6619 Corsier (GE),2,6619
78,Etranger,......6619 Corsier (GE),2,6619
79,Etranger,......6619 Corsier (GE),2,6619
80,Etranger,......6619 Corsier (GE),6,6619
81,Etranger,......6619 Corsier (GE),0,6619
82,Etranger,......6619 Corsier (GE),2,6619
83,Etranger,......6619 Corsier (GE),1,6619
84,Etranger,......6619 Corsier (GE),3,6619
85,Etranger,......6619 Corsier (GE),2,6619
86,Etranger,......6619 Corsier (GE),2,6619
87,Etranger,......6619 Corsier (GE),0,6619
88,Etranger,......6619 Corsier (GE),0,6619
89,Etranger,......6619 Corsier (GE),1,6619
90,Etranger,......6619 Corsier (GE),2,6619
91,Etranger,......6619 Corsier (GE),0,6619
92,Etranger,......6619 Corsier (GE),2,6619
93,Etranger,......6619 Corsier (GE),0,6619
94,Etranger,......6619 Corsier (GE),1,6619
95,Etranger,......6619 Corsier (GE),0,6619
96,Etranger,......6619 Corsier (GE),1,6619
97,Etranger,......6619 Corsier (GE),0,6619
98,Etranger,......6619 Corsier (GE),0,6619
99,Etranger,......6619 Corsier (GE),0,6619
100,Etranger,......6619 Corsier (GE),0,6619
0,Nationalité (catégorie) - Total,......6620 Dardagny,27,6620
1,Nationalité (catégorie) - Total,......6620 Dardagny,12,6620
2,Nationalité (catégorie) - Total,......6620 Dardagny,25,6620
3,Nationalité (catégorie) - Total,......6620 Dardagny,22,6620
4,Nationalité (catégorie) - Total,......6620 Dardagny,27,6620
5,Nationalité (catégorie) - Total,......6620 Dardagny,14,6620
6,Nationalité (catégorie) - Total,......6620 Dardagny,19,6620
7,Nationalité (catégorie) - Total,......6620 Dardagny,25,6620
8,Nationalité (catégorie) - Total,......6620 Dardagny,20,6620
9,Nationalité (catégorie) - Total,......6620 Dardagny,23,6620
10,Nationalité (catégorie) - Total,......6620 Dardagny,22,6620
11,Nationalité (catégorie) - Total,......6620 Dardagny,29,6620
12,Nationalité (catégorie) - Total,......6620 Dardagny,20,6620
13,Nationalité (catégorie) - Total,......6620 Dardagny,19,6620
14,Nationalité (catégorie) - Total,......6620 Dardagny,15,6620
15,Nationalité (catégorie) - Total,......6620 Dardagny,28,6620
16,Nationalité (catégorie) - Total,......6620 Dardagny,16,6620
17,Nationalité (catégorie) - Total,......6620 Dardagny,16,6620
18,Nationalité (catégorie) - Total,......6620 Dardagny,21,6620
19,Nationalité (catégorie) - Total,......6620 Dardagny,18,6620
20,Nationalité (catégorie) - Total,......6620 Dardagny,32,6620
21,Nationalité (catégorie) - Total,......6620 Dardagny,19,6620
22,Nationalité (catégorie) - Total,......6620 Dardagny,22,6620
23,Nationalité (catégorie) - Total,......6620 Dardagny,29,6620
24,Nationalité (catégorie) - Total,......6620 Dardagny,33,6620
25,Nationalité (catégorie) - Total,......6620 Dardagny,20,6620
26,Nationalité (catégorie) - Total,......6620 Dardagny,20,6620
27,Nationalité (catégorie) - Total,......6620 Dardagny,32,6620
28,Nationalité (catégorie) - Total,......6620 Dardagny,21,6620
29,Nationalité (catégorie) - Total,......6620 Dardagny,23,6620
30,Nationalité (catégorie) - Total,......6620 Dardagny,14,6620
31,Nationalité (catégorie) - Total,......6620 Dardagny,26,6620
32,Nationalité (catégorie) - Total,......6620 Dardagny,18,6620
33,Nationalité (catégorie) - Total,......6620 Dardagny,21,6620
34,Nationalité (catégorie) - Total,......6620 Dardagny,32,6620
35,Nationalité (catégorie) - Total,......6620 Dardagny,24,6620
36,Nationalité (catégorie) - Total,......6620 Dardagny,26,6620
37,Nationalité (catégorie) - Total,......6620 Dardagny,19,6620
38,Nationalité (catégorie) - Total,......6620 Dardagny,32,6620
39,Nationalité (catégorie) - Total,......6620 Dardagny,23,6620
40,Nationalité (catégorie) - Total,......6620 Dardagny,25,6620
41,Nationalité (catégorie) - Total,......6620 Dardagny,28,6620
42,Nationalité (catégorie) - Total,......6620 Dardagny,29,6620
43,Nationalité (catégorie) - Total,......6620 Dardagny,31,6620
44,Nationalité (catégorie) - Total,......6620 Dardagny,26,6620
45,Nationalité (catégorie) - Total,......6620 Dardagny,24,6620
46,Nationalité (catégorie) - Total,......6620 Dardagny,38,6620
47,Nationalité (catégorie) - Total,......6620 Dardagny,27,6620
48,Nationalité (catégorie) - Total,......6620 Dardagny,25,6620
49,Nationalité (catégorie) - Total,......6620 Dardagny,33,6620
50,Nationalité (catégorie) - Total,......6620 Dardagny,32,6620
51,Nationalité (catégorie) - Total,......6620 Dardagny,32,6620
52,Nationalité (catégorie) - Total,......6620 Dardagny,37,6620
53,Nationalité (catégorie) - Total,......6620 Dardagny,28,6620
54,Nationalité (catégorie) - Total,......6620 Dardagny,31,6620
55,Nationalité (catégorie) - Total,......6620 Dardagny,33,6620
56,Nationalité (catégorie) - Total,......6620 Dardagny,25,6620
57,Nationalité (catégorie) - Total,......6620 Dardagny,29,6620
58,Nationalité (catégorie) - Total,......6620 Dardagny,16,6620
59,Nationalité (catégorie) - Total,......6620 Dardagny,13,6620
60,Nationalité (catégorie) - Total,......6620 Dardagny,13,6620
61,Nationalité (catégorie) - Total,......6620 Dardagny,15,6620
62,Nationalité (catégorie) - Total,......6620 Dardagny,11,6620
63,Nationalité (catégorie) - Total,......6620 Dardagny,16,6620
64,Nationalité (catégorie) - Total,......6620 Dardagny,8,6620
65,Nationalité (catégorie) - Total,......6620 Dardagny,12,6620
66,Nationalité (catégorie) - Total,......6620 Dardagny,12,6620
67,Nationalité (catégorie) - Total,......6620 Dardagny,19,6620
68,Nationalité (catégorie) - Total,......6620 Dardagny,21,6620
69,Nationalité (catégorie) - Total,......6620 Dardagny,17,6620
70,Nationalité (catégorie) - Total,......6620 Dardagny,15,6620
71,Nationalité (catégorie) - Total,......6620 Dardagny,11,6620
72,Nationalité (catégorie) - Total,......6620 Dardagny,12,6620
73,Nationalité (catégorie) - Total,......6620 Dardagny,8,6620
74,Nationalité (catégorie) - Total,......6620 Dardagny,6,6620
75,Nationalité (catégorie) - Total,......6620 Dardagny,7,6620
76,Nationalité (catégorie) - Total,......6620 Dardagny,7,6620
77,Nationalité (catégorie) - Total,......6620 Dardagny,17,6620
78,Nationalité (catégorie) - Total,......6620 Dardagny,13,6620
79,Nationalité (catégorie) - Total,......6620 Dardagny,11,6620
80,Nationalité (catégorie) - Total,......6620 Dardagny,8,6620
81,Nationalité (catégorie) - Total,......6620 Dardagny,5,6620
82,Nationalité (catégorie) - Total,......6620 Dardagny,6,6620
83,Nationalité (catégorie) - Total,......6620 Dardagny,6,6620
84,Nationalité (catégorie) - Total,......6620 Dardagny,4,6620
85,Nationalité (catégorie) - Total,......6620 Dardagny,7,6620
86,Nationalité (catégorie) - Total,......6620 Dardagny,3,6620
87,Nationalité (catégorie) - Total,......6620 Dardagny,5,6620
88,Nationalité (catégorie) - Total,......6620 Dardagny,4,6620
89,Nationalité (catégorie) - Total,......6620 Dardagny,1,6620
90,Nationalité (catégorie) - Total,......6620 Dardagny,6,6620
91,Nationalité (catégorie) - Total,......6620 Dardagny,3,6620
92,Nationalité (catégorie) - Total,......6620 Dardagny,3,6620
93,Nationalité (catégorie) - Total,......6620 Dardagny,1,6620
94,Nationalité (catégorie) - Total,......6620 Dardagny,2,6620
95,Nationalité (catégorie) - Total,......6620 Dardagny,0,6620
96,Nationalité (catégorie) - Total,......6620 Dardagny,0,6620
97,Nationalité (catégorie) - Total,......6620 Dardagny,0,6620
98,Nationalité (catégorie) - Total,......6620 Dardagny,1,6620
99,Nationalité (catégorie) - Total,......6620 Dardagny,0,6620
100,Nationalité (catégorie) - Total,......6620 Dardagny,0,6620
0,Suisse,......6620 Dardagny,19,6620
1,Suisse,......6620 Dardagny,7,6620
2,Suisse,......6620 Dardagny,17,6620
3,Suisse,......6620 Dardagny,17,6620
4,Suisse,......6620 Dardagny,21,6620
5,Suisse,......6620 Dardagny,12,6620
6,Suisse,......6620 Dardagny,16,6620
7,Suisse,......6620 Dardagny,20,6620
8,Suisse,......6620 Dardagny,13,6620
9,Suisse,......6620 Dardagny,15,6620
10,Suisse,......6620 Dardagny,18,6620
11,Suisse,......6620 Dardagny,21,6620
12,Suisse,......6620 Dardagny,15,6620
13,Suisse,......6620 Dardagny,14,6620
14,Suisse,......6620 Dardagny,13,6620
15,Suisse,......6620 Dardagny,22,6620
16,Suisse,......6620 Dardagny,13,6620
17,Suisse,......6620 Dardagny,14,6620
18,Suisse,......6620 Dardagny,17,6620
19,Suisse,......6620 Dardagny,14,6620
20,Suisse,......6620 Dardagny,24,6620
21,Suisse,......6620 Dardagny,16,6620
22,Suisse,......6620 Dardagny,15,6620
23,Suisse,......6620 Dardagny,23,6620
24,Suisse,......6620 Dardagny,27,6620
25,Suisse,......6620 Dardagny,17,6620
26,Suisse,......6620 Dardagny,14,6620
27,Suisse,......6620 Dardagny,21,6620
28,Suisse,......6620 Dardagny,15,6620
29,Suisse,......6620 Dardagny,13,6620
30,Suisse,......6620 Dardagny,6,6620
31,Suisse,......6620 Dardagny,11,6620
32,Suisse,......6620 Dardagny,13,6620
33,Suisse,......6620 Dardagny,12,6620
34,Suisse,......6620 Dardagny,18,6620
35,Suisse,......6620 Dardagny,14,6620
36,Suisse,......6620 Dardagny,16,6620
37,Suisse,......6620 Dardagny,10,6620
38,Suisse,......6620 Dardagny,17,6620
39,Suisse,......6620 Dardagny,15,6620
40,Suisse,......6620 Dardagny,15,6620
41,Suisse,......6620 Dardagny,14,6620
42,Suisse,......6620 Dardagny,16,6620
43,Suisse,......6620 Dardagny,17,6620
44,Suisse,......6620 Dardagny,16,6620
45,Suisse,......6620 Dardagny,14,6620
46,Suisse,......6620 Dardagny,25,6620
47,Suisse,......6620 Dardagny,23,6620
48,Suisse,......6620 Dardagny,12,6620
49,Suisse,......6620 Dardagny,21,6620
50,Suisse,......6620 Dardagny,23,6620
51,Suisse,......6620 Dardagny,27,6620
52,Suisse,......6620 Dardagny,27,6620
53,Suisse,......6620 Dardagny,20,6620
54,Suisse,......6620 Dardagny,22,6620
55,Suisse,......6620 Dardagny,25,6620
56,Suisse,......6620 Dardagny,16,6620
57,Suisse,......6620 Dardagny,25,6620
58,Suisse,......6620 Dardagny,13,6620
59,Suisse,......6620 Dardagny,12,6620
60,Suisse,......6620 Dardagny,9,6620
61,Suisse,......6620 Dardagny,9,6620
62,Suisse,......6620 Dardagny,11,6620
63,Suisse,......6620 Dardagny,12,6620
64,Suisse,......6620 Dardagny,6,6620
65,Suisse,......6620 Dardagny,11,6620
66,Suisse,......6620 Dardagny,10,6620
67,Suisse,......6620 Dardagny,16,6620
68,Suisse,......6620 Dardagny,17,6620
69,Suisse,......6620 Dardagny,13,6620
70,Suisse,......6620 Dardagny,13,6620
71,Suisse,......6620 Dardagny,7,6620
72,Suisse,......6620 Dardagny,12,6620
73,Suisse,......6620 Dardagny,8,6620
74,Suisse,......6620 Dardagny,4,6620
75,Suisse,......6620 Dardagny,5,6620
76,Suisse,......6620 Dardagny,5,6620
77,Suisse,......6620 Dardagny,14,6620
78,Suisse,......6620 Dardagny,12,6620
79,Suisse,......6620 Dardagny,9,6620
80,Suisse,......6620 Dardagny,5,6620
81,Suisse,......6620 Dardagny,4,6620
82,Suisse,......6620 Dardagny,5,6620
83,Suisse,......6620 Dardagny,5,6620
84,Suisse,......6620 Dardagny,3,6620
85,Suisse,......6620 Dardagny,7,6620
86,Suisse,......6620 Dardagny,1,6620
87,Suisse,......6620 Dardagny,5,6620
88,Suisse,......6620 Dardagny,4,6620
89,Suisse,......6620 Dardagny,1,6620
90,Suisse,......6620 Dardagny,4,6620
91,Suisse,......6620 Dardagny,3,6620
92,Suisse,......6620 Dardagny,2,6620
93,Suisse,......6620 Dardagny,1,6620
94,Suisse,......6620 Dardagny,2,6620
95,Suisse,......6620 Dardagny,0,6620
96,Suisse,......6620 Dardagny,0,6620
97,Suisse,......6620 Dardagny,0,6620
98,Suisse,......6620 Dardagny,1,6620
99,Suisse,......6620 Dardagny,0,6620
100,Suisse,......6620 Dardagny,0,6620
0,Etranger,......6620 Dardagny,8,6620
1,Etranger,......6620 Dardagny,5,6620
2,Etranger,......6620 Dardagny,8,6620
3,Etranger,......6620 Dardagny,5,6620
4,Etranger,......6620 Dardagny,6,6620
5,Etranger,......6620 Dardagny,2,6620
6,Etranger,......6620 Dardagny,3,6620
7,Etranger,......6620 Dardagny,5,6620
8,Etranger,......6620 Dardagny,7,6620
9,Etranger,......6620 Dardagny,8,6620
10,Etranger,......6620 Dardagny,4,6620
11,Etranger,......6620 Dardagny,8,6620
12,Etranger,......6620 Dardagny,5,6620
13,Etranger,......6620 Dardagny,5,6620
14,Etranger,......6620 Dardagny,2,6620
15,Etranger,......6620 Dardagny,6,6620
16,Etranger,......6620 Dardagny,3,6620
17,Etranger,......6620 Dardagny,2,6620
18,Etranger,......6620 Dardagny,4,6620
19,Etranger,......6620 Dardagny,4,6620
20,Etranger,......6620 Dardagny,8,6620
21,Etranger,......6620 Dardagny,3,6620
22,Etranger,......6620 Dardagny,7,6620
23,Etranger,......6620 Dardagny,6,6620
24,Etranger,......6620 Dardagny,6,6620
25,Etranger,......6620 Dardagny,3,6620
26,Etranger,......6620 Dardagny,6,6620
27,Etranger,......6620 Dardagny,11,6620
28,Etranger,......6620 Dardagny,6,6620
29,Etranger,......6620 Dardagny,10,6620
30,Etranger,......6620 Dardagny,8,6620
31,Etranger,......6620 Dardagny,15,6620
32,Etranger,......6620 Dardagny,5,6620
33,Etranger,......6620 Dardagny,9,6620
34,Etranger,......6620 Dardagny,14,6620
35,Etranger,......6620 Dardagny,10,6620
36,Etranger,......6620 Dardagny,10,6620
37,Etranger,......6620 Dardagny,9,6620
38,Etranger,......6620 Dardagny,15,6620
39,Etranger,......6620 Dardagny,8,6620
40,Etranger,......6620 Dardagny,10,6620
41,Etranger,......6620 Dardagny,14,6620
42,Etranger,......6620 Dardagny,13,6620
43,Etranger,......6620 Dardagny,14,6620
44,Etranger,......6620 Dardagny,10,6620
45,Etranger,......6620 Dardagny,10,6620
46,Etranger,......6620 Dardagny,13,6620
47,Etranger,......6620 Dardagny,4,6620
48,Etranger,......6620 Dardagny,13,6620
49,Etranger,......6620 Dardagny,12,6620
50,Etranger,......6620 Dardagny,9,6620
51,Etranger,......6620 Dardagny,5,6620
52,Etranger,......6620 Dardagny,10,6620
53,Etranger,......6620 Dardagny,8,6620
54,Etranger,......6620 Dardagny,9,6620
55,Etranger,......6620 Dardagny,8,6620
56,Etranger,......6620 Dardagny,9,6620
57,Etranger,......6620 Dardagny,4,6620
58,Etranger,......6620 Dardagny,3,6620
59,Etranger,......6620 Dardagny,1,6620
60,Etranger,......6620 Dardagny,4,6620
61,Etranger,......6620 Dardagny,6,6620
62,Etranger,......6620 Dardagny,0,6620
63,Etranger,......6620 Dardagny,4,6620
64,Etranger,......6620 Dardagny,2,6620
65,Etranger,......6620 Dardagny,1,6620
66,Etranger,......6620 Dardagny,2,6620
67,Etranger,......6620 Dardagny,3,6620
68,Etranger,......6620 Dardagny,4,6620
69,Etranger,......6620 Dardagny,4,6620
70,Etranger,......6620 Dardagny,2,6620
71,Etranger,......6620 Dardagny,4,6620
72,Etranger,......6620 Dardagny,0,6620
73,Etranger,......6620 Dardagny,0,6620
74,Etranger,......6620 Dardagny,2,6620
75,Etranger,......6620 Dardagny,2,6620
76,Etranger,......6620 Dardagny,2,6620
77,Etranger,......6620 Dardagny,3,6620
78,Etranger,......6620 Dardagny,1,6620
79,Etranger,......6620 Dardagny,2,6620
80,Etranger,......6620 Dardagny,3,6620
81,Etranger,......6620 Dardagny,1,6620
82,Etranger,......6620 Dardagny,1,6620
83,Etranger,......6620 Dardagny,1,6620
84,Etranger,......6620 Dardagny,1,6620
85,Etranger,......6620 Dardagny,0,6620
86,Etranger,......6620 Dardagny,2,6620
87,Etranger,......6620 Dardagny,0,6620
88,Etranger,......6620 Dardagny,0,6620
89,Etranger,......6620 Dardagny,0,6620
90,Etranger,......6620 Dardagny,2,6620
91,Etranger,......6620 Dardagny,0,6620
92,Etranger,......6620 Dardagny,1,6620
93,Etranger,......6620 Dardagny,0,6620
94,Etranger,......6620 Dardagny,0,6620
95,Etranger,......6620 Dardagny,0,6620
96,Etranger,......6620 Dardagny,0,6620
97,Etranger,......6620 Dardagny,0,6620
98,Etranger,......6620 Dardagny,0,6620
99,Etranger,......6620 Dardagny,0,6620
100,Etranger,......6620 Dardagny,0,6620
0,Nationalité (catégorie) - Total,......6621 Genève,2229,6621
1,Nationalité (catégorie) - Total,......6621 Genève,2276,6621
2,Nationalité (catégorie) - Total,......6621 Genève,2119,6621
3,Nationalité (catégorie) - Total,......6621 Genève,1972,6621
4,Nationalité (catégorie) - Total,......6621 Genève,1864,6621
5,Nationalité (catégorie) - Total,......6621 Genève,1731,6621
6,Nationalité (catégorie) - Total,......6621 Genève,1846,6621
7,Nationalité (catégorie) - Total,......6621 Genève,1735,6621
8,Nationalité (catégorie) - Total,......6621 Genève,1648,6621
9,Nationalité (catégorie) - Total,......6621 Genève,1717,6621
10,Nationalité (catégorie) - Total,......6621 Genève,1621,6621
11,Nationalité (catégorie) - Total,......6621 Genève,1673,6621
12,Nationalité (catégorie) - Total,......6621 Genève,1600,6621
13,Nationalité (catégorie) - Total,......6621 Genève,1472,6621
14,Nationalité (catégorie) - Total,......6621 Genève,1574,6621
15,Nationalité (catégorie) - Total,......6621 Genève,1607,6621
16,Nationalité (catégorie) - Total,......6621 Genève,1694,6621
17,Nationalité (catégorie) - Total,......6621 Genève,1660,6621
18,Nationalité (catégorie) - Total,......6621 Genève,1720,6621
19,Nationalité (catégorie) - Total,......6621 Genève,1863,6621
20,Nationalité (catégorie) - Total,......6621 Genève,1987,6621
21,Nationalité (catégorie) - Total,......6621 Genève,2091,6621
22,Nationalité (catégorie) - Total,......6621 Genève,2151,6621
23,Nationalité (catégorie) - Total,......6621 Genève,2390,6621
24,Nationalité (catégorie) - Total,......6621 Genève,2727,6621
25,Nationalité (catégorie) - Total,......6621 Genève,2975,6621
26,Nationalité (catégorie) - Total,......6621 Genève,3015,6621
27,Nationalité (catégorie) - Total,......6621 Genève,3337,6621
28,Nationalité (catégorie) - Total,......6621 Genève,3486,6621
29,Nationalité (catégorie) - Total,......6621 Genève,3575,6621
30,Nationalité (catégorie) - Total,......6621 Genève,3648,6621
31,Nationalité (catégorie) - Total,......6621 Genève,3742,6621
32,Nationalité (catégorie) - Total,......6621 Genève,3835,6621
33,Nationalité (catégorie) - Total,......6621 Genève,3750,6621
34,Nationalité (catégorie) - Total,......6621 Genève,3739,6621
35,Nationalité (catégorie) - Total,......6621 Genève,3619,6621
36,Nationalité (catégorie) - Total,......6621 Genève,3580,6621
