Age,nat,loc,value,loc_code
31,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,4,6601
32,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,14,6601
33,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,11,6601
34,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,12,6601
35,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,14,6601
36,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,14,6601
37,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,17,6601
38,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,16,6601
39,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,20,6601
40,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,22,6601
41,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,19,6601
42,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,21,6601
43,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,29,6601
44,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,18,6601
45,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,13,6601
46,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,26,6601
47,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,23,6601
48,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,22,6601
49,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,19,6601
50,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,17,6601
51,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,25,6601
52,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,27,6601
53,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,28,6601
54,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,14,6601
55,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,14,6601
56,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,15,6601
57,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,11,6601
58,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,6,6601
59,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,15,6601
60,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,24,6601
61,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,18,6601
62,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,8,6601
63,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,17,6601
64,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,7,6601
65,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,9,6601
66,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,11,6601
67,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,17,6601
68,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,12,6601
69,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,6,6601
70,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,8,6601
71,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,6,6601
72,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,8,6601
73,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,2,6601
74,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,14,6601
75,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,6,6601
76,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,6,6601
77,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,5,6601
78,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,7,6601
79,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,5,6601
80,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,3,6601
81,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,2,6601
82,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,2,6601
83,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,4,6601
84,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,0,6601
85,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,3,6601
86,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,4,6601
87,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,0,6601
88,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,0,6601
89,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,0,6601
90,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,0,6601
91,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,0,6601
92,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,0,6601
93,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,1,6601
94,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,0,6601
95,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,0,6601
96,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,0,6601
97,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,0,6601
98,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,0,6601
99,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,0,6601
100,Nationalité (catégorie) - Total,......6601 Aire-la-Ville,0,6601
0,Suisse,......6601 Aire-la-Ville,8,6601
1,Suisse,......6601 Aire-la-Ville,9,6601
2,Suisse,......6601 Aire-la-Ville,11,6601
3,Suisse,......6601 Aire-la-Ville,13,6601
4,Suisse,......6601 Aire-la-Ville,13,6601
5,Suisse,......6601 Aire-la-Ville,15,6601
6,Suisse,......6601 Aire-la-Ville,14,6601
7,Suisse,......6601 Aire-la-Ville,16,6601
8,Suisse,......6601 Aire-la-Ville,9,6601
9,Suisse,......6601 Aire-la-Ville,15,6601
10,Suisse,......6601 Aire-la-Ville,17,6601
11,Suisse,......6601 Aire-la-Ville,14,6601
12,Suisse,......6601 Aire-la-Ville,23,6601
13,Suisse,......6601 Aire-la-Ville,15,6601
14,Suisse,......6601 Aire-la-Ville,14,6601
15,Suisse,......6601 Aire-la-Ville,13,6601
16,Suisse,......6601 Aire-la-Ville,14,6601
17,Suisse,......6601 Aire-la-Ville,10,6601
18,Suisse,......6601 Aire-la-Ville,16,6601
19,Suisse,......6601 Aire-la-Ville,11,6601
20,Suisse,......6601 Aire-la-Ville,9,6601
21,Suisse,......6601 Aire-la-Ville,10,6601
22,Suisse,......6601 Aire-la-Ville,19,6601
23,Suisse,......6601 Aire-la-Ville,16,6601
24,Suisse,......6601 Aire-la-Ville,10,6601
25,Suisse,......6601 Aire-la-Ville,14,6601
26,Suisse,......6601 Aire-la-Ville,8,6601
27,Suisse,......6601 Aire-la-Ville,5,6601
28,Suisse,......6601 Aire-la-Ville,9,6601
29,Suisse,......6601 Aire-la-Ville,3,6601
30,Suisse,......6601 Aire-la-Ville,8,6601
31,Suisse,......6601 Aire-la-Ville,4,6601
32,Suisse,......6601 Aire-la-Ville,8,6601
33,Suisse,......6601 Aire-la-Ville,5,6601
34,Suisse,......6601 Aire-la-Ville,9,6601
35,Suisse,......6601 Aire-la-Ville,10,6601
36,Suisse,......6601 Aire-la-Ville,9,6601
37,Suisse,......6601 Aire-la-Ville,11,6601
38,Suisse,......6601 Aire-la-Ville,12,6601
39,Suisse,......6601 Aire-la-Ville,17,6601
40,Suisse,......6601 Aire-la-Ville,12,6601
41,Suisse,......6601 Aire-la-Ville,15,6601
42,Suisse,......6601 Aire-la-Ville,15,6601
43,Suisse,......6601 Aire-la-Ville,22,6601
44,Suisse,......6601 Aire-la-Ville,14,6601
45,Suisse,......6601 Aire-la-Ville,11,6601
46,Suisse,......6601 Aire-la-Ville,21,6601
47,Suisse,......6601 Aire-la-Ville,17,6601
48,Suisse,......6601 Aire-la-Ville,20,6601
49,Suisse,......6601 Aire-la-Ville,15,6601
50,Suisse,......6601 Aire-la-Ville,13,6601
51,Suisse,......6601 Aire-la-Ville,19,6601
52,Suisse,......6601 Aire-la-Ville,19,6601
53,Suisse,......6601 Aire-la-Ville,23,6601
54,Suisse,......6601 Aire-la-Ville,11,6601
55,Suisse,......6601 Aire-la-Ville,10,6601
56,Suisse,......6601 Aire-la-Ville,13,6601
57,Suisse,......6601 Aire-la-Ville,10,6601
58,Suisse,......6601 Aire-la-Ville,6,6601
59,Suisse,......6601 Aire-la-Ville,14,6601
60,Suisse,......6601 Aire-la-Ville,22,6601
61,Suisse,......6601 Aire-la-Ville,15,6601
62,Suisse,......6601 Aire-la-Ville,8,6601
63,Suisse,......6601 Aire-la-Ville,14,6601
64,Suisse,......6601 Aire-la-Ville,5,6601
65,Suisse,......6601 Aire-la-Ville,6,6601
66,Suisse,......6601 Aire-la-Ville,10,6601
67,Suisse,......6601 Aire-la-Ville,14,6601
68,Suisse,......6601 Aire-la-Ville,11,6601
69,Suisse,......6601 Aire-la-Ville,5,6601
70,Suisse,......6601 Aire-la-Ville,8,6601
71,Suisse,......6601 Aire-la-Ville,6,6601
72,Suisse,......6601 Aire-la-Ville,7,6601
73,Suisse,......6601 Aire-la-Ville,2,6601
74,Suisse,......6601 Aire-la-Ville,11,6601
75,Suisse,......6601 Aire-la-Ville,5,6601
76,Suisse,......6601 Aire-la-Ville,5,6601
77,Suisse,......6601 Aire-la-Ville,5,6601
78,Suisse,......6601 Aire-la-Ville,7,6601
79,Suisse,......6601 Aire-la-Ville,5,6601
80,Suisse,......6601 Aire-la-Ville,3,6601
81,Suisse,......6601 Aire-la-Ville,2,6601
82,Suisse,......6601 Aire-la-Ville,1,6601
83,Suisse,......6601 Aire-la-Ville,3,6601
84,Suisse,......6601 Aire-la-Ville,0,6601
85,Suisse,......6601 Aire-la-Ville,1,6601
86,Suisse,......6601 Aire-la-Ville,2,6601
87,Suisse,......6601 Aire-la-Ville,0,6601
88,Suisse,......6601 Aire-la-Ville,0,6601
89,Suisse,......6601 Aire-la-Ville,0,6601
90,Suisse,......6601 Aire-la-Ville,0,6601
91,Suisse,......6601 Aire-la-Ville,0,6601
92,Suisse,......6601 Aire-la-Ville,0,6601
93,Suisse,......6601 Aire-la-Ville,1,6601
94,Suisse,......6601 Aire-la-Ville,0,6601
95,Suisse,......6601 Aire-la-Ville,0,6601
96,Suisse,......6601 Aire-la-Ville,0,6601
97,Suisse,......6601 Aire-la-Ville,0,6601
98,Suisse,......6601 Aire-la-Ville,0,6601
99,Suisse,......6601 Aire-la-Ville,0,6601
100,Suisse,......6601 Aire-la-Ville,0,6601
0,Etranger,......6601 Aire-la-Ville,2,6601
1,Etranger,......6601 Aire-la-Ville,1,6601
2,Etranger,......6601 Aire-la-Ville,3,6601
3,Etranger,......6601 Aire-la-Ville,0,6601
4,Etranger,......6601 Aire-la-Ville,4,6601
5,Etranger,......6601 Aire-la-Ville,2,6601
6,Etranger,......6601 Aire-la-Ville,3,6601
7,Etranger,......6601 Aire-la-Ville,2,6601
8,Etranger,......6601 Aire-la-Ville,2,6601
9,Etranger,......6601 Aire-la-Ville,5,6601
10,Etranger,......6601 Aire-la-Ville,0,6601
11,Etranger,......6601 Aire-la-Ville,5,6601
12,Etranger,......6601 Aire-la-Ville,0,6601
13,Etranger,......6601 Aire-la-Ville,1,6601
14,Etranger,......6601 Aire-la-Ville,5,6601
15,Etranger,......6601 Aire-la-Ville,4,6601
16,Etranger,......6601 Aire-la-Ville,2,6601
17,Etranger,......6601 Aire-la-Ville,2,6601
18,Etranger,......6601 Aire-la-Ville,2,6601
19,Etranger,......6601 Aire-la-Ville,0,6601
20,Etranger,......6601 Aire-la-Ville,1,6601
21,Etranger,......6601 Aire-la-Ville,3,6601
22,Etranger,......6601 Aire-la-Ville,1,6601
23,Etranger,......6601 Aire-la-Ville,2,6601
24,Etranger,......6601 Aire-la-Ville,1,6601
25,Etranger,......6601 Aire-la-Ville,0,6601
26,Etranger,......6601 Aire-la-Ville,1,6601
27,Etranger,......6601 Aire-la-Ville,0,6601
28,Etranger,......6601 Aire-la-Ville,2,6601
29,Etranger,......6601 Aire-la-Ville,1,6601
30,Etranger,......6601 Aire-la-Ville,4,6601
31,Etranger,......6601 Aire-la-Ville,0,6601
32,Etranger,......6601 Aire-la-Ville,6,6601
33,Etranger,......6601 Aire-la-Ville,6,6601
34,Etranger,......6601 Aire-la-Ville,3,6601
35,Etranger,......6601 Aire-la-Ville,4,6601
36,Etranger,......6601 Aire-la-Ville,5,6601
37,Etranger,......6601 Aire-la-Ville,6,6601
38,Etranger,......6601 Aire-la-Ville,4,6601
39,Etranger,......6601 Aire-la-Ville,3,6601
40,Etranger,......6601 Aire-la-Ville,10,6601
41,Etranger,......6601 Aire-la-Ville,4,6601
42,Etranger,......6601 Aire-la-Ville,6,6601
43,Etranger,......6601 Aire-la-Ville,7,6601
44,Etranger,......6601 Aire-la-Ville,4,6601
45,Etranger,......6601 Aire-la-Ville,2,6601
46,Etranger,......6601 Aire-la-Ville,5,6601
47,Etranger,......6601 Aire-la-Ville,6,6601
48,Etranger,......6601 Aire-la-Ville,2,6601
49,Etranger,......6601 Aire-la-Ville,4,6601
50,Etranger,......6601 Aire-la-Ville,4,6601
51,Etranger,......6601 Aire-la-Ville,6,6601
52,Etranger,......6601 Aire-la-Ville,8,6601
53,Etranger,......6601 Aire-la-Ville,5,6601
54,Etranger,......6601 Aire-la-Ville,3,6601
55,Etranger,......6601 Aire-la-Ville,4,6601
56,Etranger,......6601 Aire-la-Ville,2,6601
57,Etranger,......6601 Aire-la-Ville,1,6601
58,Etranger,......6601 Aire-la-Ville,0,6601
59,Etranger,......6601 Aire-la-Ville,1,6601
60,Etranger,......6601 Aire-la-Ville,2,6601
61,Etranger,......6601 Aire-la-Ville,3,6601
62,Etranger,......6601 Aire-la-Ville,0,6601
63,Etranger,......6601 Aire-la-Ville,3,6601
64,Etranger,......6601 Aire-la-Ville,2,6601
65,Etranger,......6601 Aire-la-Ville,3,6601
66,Etranger,......6601 Aire-la-Ville,1,6601
67,Etranger,......6601 Aire-la-Ville,3,6601
68,Etranger,......6601 Aire-la-Ville,1,6601
69,Etranger,......6601 Aire-la-Ville,1,6601
70,Etranger,......6601 Aire-la-Ville,0,6601
71,Etranger,......6601 Aire-la-Ville,0,6601
72,Etranger,......6601 Aire-la-Ville,1,6601
73,Etranger,......6601 Aire-la-Ville,0,6601
74,Etranger,......6601 Aire-la-Ville,3,6601
75,Etranger,......6601 Aire-la-Ville,1,6601
76,Etranger,......6601 Aire-la-Ville,1,6601
77,Etranger,......6601 Aire-la-Ville,0,6601
78,Etranger,......6601 Aire-la-Ville,0,6601
79,Etranger,......6601 Aire-la-Ville,0,6601
80,Etranger,......6601 Aire-la-Ville,0,6601
81,Etranger,......6601 Aire-la-Ville,0,6601
82,Etranger,......6601 Aire-la-Ville,1,6601
83,Etranger,......6601 Aire-la-Ville,1,6601
84,Etranger,......6601 Aire-la-Ville,0,6601
85,Etranger,......6601 Aire-la-Ville,2,6601
86,Etranger,......6601 Aire-la-Ville,2,6601
87,Etranger,......6601 Aire-la-Ville,0,6601
88,Etranger,......6601 Aire-la-Ville,0,6601
89,Etranger,......6601 Aire-la-Ville,0,6601
90,Etranger,......6601 Aire-la-Ville,0,6601
91,Etranger,......6601 Aire-la-Ville,0,6601
92,Etranger,......6601 Aire-la-Ville,0,6601
93,Etranger,......6601 Aire-la-Ville,0,6601
94,Etranger,......6601 Aire-la-Ville,0,6601
95,Etranger,......6601 Aire-la-Ville,0,6601
96,Etranger,......6601 Aire-la-Ville,0,6601
97,Etranger,......6601 Aire-la-Ville,0,6601
98,Etranger,......6601 Aire-la-Ville,0,6601
99,Etranger,......6601 Aire-la-Ville,0,6601
100,Etranger,......6601 Aire-la-Ville,0,6601
0,Nationalité (catégorie) - Total,......6602 Anières,21,6602
1,Nationalité (catégorie) - Total,......6602 Anières,23,6602
2,Nationalité (catégorie) - Total,......6602 Anières,24,6602
3,Nationalité (catégorie) - Total,......6602 Anières,32,6602
4,Nationalité (catégorie) - Total,......6602 Anières,19,6602
5,Nationalité (catégorie) - Total,......6602 Anières,35,6602
6,Nationalité (catégorie) - Total,......6602 Anières,27,6602
7,Nationalité (catégorie) - Total,......6602 Anières,24,6602
8,Nationalité (catégorie) - Total,......6602 Anières,36,6602
9,Nationalité (catégorie) - Total,......6602 Anières,37,6602
10,Nationalité (catégorie) - Total,......6602 Anières,27,6602
11,Nationalité (catégorie) - Total,......6602 Anières,35,6602
12,Nationalité (catégorie) - Total,......6602 Anières,46,6602
13,Nationalité (catégorie) - Total,......6602 Anières,25,6602
14,Nationalité (catégorie) - Total,......6602 Anières,43,6602
15,Nationalité (catégorie) - Total,......6602 Anières,38,6602
16,Nationalité (catégorie) - Total,......6602 Anières,46,6602
17,Nationalité (catégorie) - Total,......6602 Anières,38,6602
18,Nationalité (catégorie) - Total,......6602 Anières,41,6602
19,Nationalité (catégorie) - Total,......6602 Anières,33,6602
20,Nationalité (catégorie) - Total,......6602 Anières,36,6602
21,Nationalité (catégorie) - Total,......6602 Anières,29,6602
22,Nationalité (catégorie) - Total,......6602 Anières,28,6602
23,Nationalité (catégorie) - Total,......6602 Anières,32,6602
24,Nationalité (catégorie) - Total,......6602 Anières,38,6602
25,Nationalité (catégorie) - Total,......6602 Anières,33,6602
26,Nationalité (catégorie) - Total,......6602 Anières,28,6602
27,Nationalité (catégorie) - Total,......6602 Anières,37,6602
28,Nationalité (catégorie) - Total,......6602 Anières,31,6602
29,Nationalité (catégorie) - Total,......6602 Anières,24,6602
30,Nationalité (catégorie) - Total,......6602 Anières,20,6602
31,Nationalité (catégorie) - Total,......6602 Anières,14,6602
32,Nationalité (catégorie) - Total,......6602 Anières,16,6602
33,Nationalité (catégorie) - Total,......6602 Anières,29,6602
34,Nationalité (catégorie) - Total,......6602 Anières,24,6602
35,Nationalité (catégorie) - Total,......6602 Anières,19,6602
36,Nationalité (catégorie) - Total,......6602 Anières,26,6602
37,Nationalité (catégorie) - Total,......6602 Anières,32,6602
38,Nationalité (catégorie) - Total,......6602 Anières,26,6602
39,Nationalité (catégorie) - Total,......6602 Anières,31,6602
40,Nationalité (catégorie) - Total,......6602 Anières,26,6602
41,Nationalité (catégorie) - Total,......6602 Anières,30,6602
42,Nationalité (catégorie) - Total,......6602 Anières,43,6602
43,Nationalité (catégorie) - Total,......6602 Anières,32,6602
44,Nationalité (catégorie) - Total,......6602 Anières,33,6602
45,Nationalité (catégorie) - Total,......6602 Anières,48,6602
46,Nationalité (catégorie) - Total,......6602 Anières,48,6602
47,Nationalité (catégorie) - Total,......6602 Anières,45,6602
48,Nationalité (catégorie) - Total,......6602 Anières,40,6602
49,Nationalité (catégorie) - Total,......6602 Anières,42,6602
50,Nationalité (catégorie) - Total,......6602 Anières,37,6602
51,Nationalité (catégorie) - Total,......6602 Anières,48,6602
52,Nationalité (catégorie) - Total,......6602 Anières,62,6602
53,Nationalité (catégorie) - Total,......6602 Anières,31,6602
54,Nationalité (catégorie) - Total,......6602 Anières,40,6602
55,Nationalité (catégorie) - Total,......6602 Anières,36,6602
56,Nationalité (catégorie) - Total,......6602 Anières,40,6602
57,Nationalité (catégorie) - Total,......6602 Anières,35,6602
58,Nationalité (catégorie) - Total,......6602 Anières,37,6602
59,Nationalité (catégorie) - Total,......6602 Anières,29,6602
60,Nationalité (catégorie) - Total,......6602 Anières,22,6602
61,Nationalité (catégorie) - Total,......6602 Anières,26,6602
62,Nationalité (catégorie) - Total,......6602 Anières,21,6602
63,Nationalité (catégorie) - Total,......6602 Anières,22,6602
64,Nationalité (catégorie) - Total,......6602 Anières,25,6602
65,Nationalité (catégorie) - Total,......6602 Anières,26,6602
66,Nationalité (catégorie) - Total,......6602 Anières,26,6602
67,Nationalité (catégorie) - Total,......6602 Anières,26,6602
68,Nationalité (catégorie) - Total,......6602 Anières,20,6602
69,Nationalité (catégorie) - Total,......6602 Anières,27,6602
70,Nationalité (catégorie) - Total,......6602 Anières,29,6602
71,Nationalité (catégorie) - Total,......6602 Anières,20,6602
72,Nationalité (catégorie) - Total,......6602 Anières,20,6602
73,Nationalité (catégorie) - Total,......6602 Anières,27,6602
74,Nationalité (catégorie) - Total,......6602 Anières,24,6602
75,Nationalité (catégorie) - Total,......6602 Anières,23,6602
76,Nationalité (catégorie) - Total,......6602 Anières,19,6602
77,Nationalité (catégorie) - Total,......6602 Anières,9,6602
78,Nationalité (catégorie) - Total,......6602 Anières,15,6602
79,Nationalité (catégorie) - Total,......6602 Anières,9,6602
80,Nationalité (catégorie) - Total,......6602 Anières,8,6602
81,Nationalité (catégorie) - Total,......6602 Anières,9,6602
82,Nationalité (catégorie) - Total,......6602 Anières,10,6602
83,Nationalité (catégorie) - Total,......6602 Anières,12,6602
84,Nationalité (catégorie) - Total,......6602 Anières,1,6602
85,Nationalité (catégorie) - Total,......6602 Anières,8,6602
86,Nationalité (catégorie) - Total,......6602 Anières,6,6602
87,Nationalité (catégorie) - Total,......6602 Anières,4,6602
88,Nationalité (catégorie) - Total,......6602 Anières,3,6602
89,Nationalité (catégorie) - Total,......6602 Anières,2,6602
90,Nationalité (catégorie) - Total,......6602 Anières,4,6602
91,Nationalité (catégorie) - Total,......6602 Anières,2,6602
92,Nationalité (catégorie) - Total,......6602 Anières,1,6602
93,Nationalité (catégorie) - Total,......6602 Anières,0,6602
94,Nationalité (catégorie) - Total,......6602 Anières,2,6602
95,Nationalité (catégorie) - Total,......6602 Anières,0,6602
96,Nationalité (catégorie) - Total,......6602 Anières,0,6602
97,Nationalité (catégorie) - Total,......6602 Anières,0,6602
98,Nationalité (catégorie) - Total,......6602 Anières,0,6602
99,Nationalité (catégorie) - Total,......6602 Anières,0,6602
100,Nationalité (catégorie) - Total,......6602 Anières,2,6602
0,Suisse,......6602 Anières,11,6602
